Review,NPS
JFK-MIA-BOG round trip early-April 2014 in economy. American Airlines staff are consistently rude and grumpy. I am constantly surprised when once in a while there is a ground staff or cabin crew member who are actually polite and helpful.,Detractor
ATH-TUN-ATH A319 the aircraft configure with all economy class. Check in on both directions fine. The cabin was fine and aircraft seem to be in shape. We had a hot meal with a choice of drinks. The service was very good and crew was fine for a short flight. Our return flight to Athens we had a good breakfast. Overall I was satisfied.,Promoter
 Denpasar to Doha. Premium airline and service. Food is great and the wine list is on top! Only minor complaint was that the Amuse-bouche was a bit too cold so you really couldn't enjoy it. But you can't go wrong in the whole with this airline that is one thing that is sure.,Promoter
Two short-haul flights ICN-NRT return in Economy a pleasant change from the dreaded ICN-SYD flights (9 in the last 18 months) in Business. Not much seat pitch but otherwise the seats were up to expectations (not as good as the best such as Singapore) and the service efficient and charming. I would do this again but never to Sydney (or the other sectors with those angled seats) in Business again. How is it that a 2 hour flight has AVOD and an 11 hour flight does not?,Detractor
Flew Dec 26th JFK-Las Vegas. Two adults and 3 teenage kids. Boarding was early and as there were lots of families with young kids onboard total mayhem ensued with people trying to swap seats. FA's just stood aside and did not try to help or organize anything. Leg room was ok but the seats were thin uncomfortable cramped and short in the legs and I'm 5' 10. The inflight entertainment was good with a decent sized screen but many options were not available free of charge. Soft drinks are provided complimentary though no food was provided FOC it has to be ordered from your screen. Flight attendants were young but generally quite distant and a bit arrogant.,Detractor
"  I was flying from Colombo to Bahrain via Sharjah with my 8 weeks pregnant wife. Firstly, the flight from Colombo to Sharjah was delayed for about 4 hours which led in missing the connecting flight to Bahrain. Any normal airline would at least provide passenger with correct information. At Sharjah airport (which is another part of terrible story), none of the staff had clear information. The pathetic level of customer care was seen particularly by ""Help Desk"". I was even given an answer by staff on the desk upon asking when is the next flight ""any when!!"". There was nobody present at the desk to reserve us a Hotel even. After going around like headless chickens, I found out that the flight would be in the same evening at 5:50pm. I was told that no need to get new boarding pass you will fly on the same boarding pass. At around 5pm, after sitting on chairs at Sharjah airport in miserable and uncomfortable environment, I was given another news. That the flight is actually full and we will be given 2nd priority if the passengers from connecting flight miss this connection. I even noticed that there were passengers who bought this flight on same day, were told by the staff to just ""wait and we will call you"" meaning they were not let to stand in the queue for boarding. This clearly shows the mentality of the airlines where they have made their money and let the poor people be as stand by. After me literally begging the boarding assistant and explaining him my wife situation, he let us go on the plane and luckily, our luggage was also gone through to be on the plane. I appreciate the help of the guys, but this should not have happened in the first place. It was not my fault that the flight was delayed from Colombo. Even the pilot admitted that it was out of their hands. At least offer us a free meal for goodness sake! The general views of public about airline and Sharjah Airport were quite obviously true. Also, the aircraft is not up to the scratch with other competing airlines in region like Gulf, Oman, Saudia etc. There is clearly a hopeless attitude prevailing throughout this airline management. My first and last ever experience of Air Arabia! I hope I get a refund because I am happy to prove each and every incident that happened in this episode.",Detractor
"An 8 hour flight from Abu Dhabi to Kuala Lumpur with Etihad Airways. left an hour and a half late due to heavy traffic and then a passenger falling ill. Never easy waiting so long to depart, but the cabin was nice and cool. Seated in something like 38C with an empty seat beside me. The service was excellent, crew were attentive and friendly, the Bloody Mary was made with Tabasco and Worcester. The dinner was okay, though the chicken rendang had run out and only the fish and vegetarian noodles were available. Who would have thought, that the chicken would be more popular than the fish? Seat was comfortable, the inflight entertainment had a decent variety of shows. It's a decent airline, and they fly A380s. Abu Dhabi is a bit dated, but looks like a new terminal is appearing. Had to take a bus out to plane, it's a bit third world.",Promoter
"Flew from London to Seoul via Frankfurt and back. Both legs of the journey had short change over times and both times the flight was delayed, meaning a stressful sprint across one side of the terminal to another. Onboard, there were plenty of drinks being offered and the cabin crew were friendly and approachable. Only downsides were the hard, flat seats and the boring entertainment options (only 3 Korean movies were offered even though 95% of the passengers were Korean. I noticed others were bored too). I sat near the toilets and never saw a flight attendant cleaning the toilets, which were dirty towards the end. Overall, it is excellent value for money, cheaper than other competitors served by excellent cabin crew.",Promoter
I have flown several flights with Avianca - within Colombia (Bogota San Andres Cartagena) and international (Bogota-Madrid). Planes have always been clean food has been good and flights on time. On all flights domestic and international the turn out of the crew has been exceptional immaculate uniforms and grooming - A sense of pride which is something that I see less of in European and American Airlines that I have flown with these last years. Only issue I have had was being turned out of the emergency exit seat on a domestic flight when the crew member briefing me on the emergency procedure for that row discovered I didn't speak Spanish. Since most the passengers did not speak English there was not much I could say really. Of all options available from London to Bogota (and that's quite a few but none direct unfortunately) Avianca from Madrid is my preference. A good all round airline with exceptional crew turn out and service in my experience + prices are good.,Promoter
LHR-BKK-LHR. I've used Eva for approx 10 years the inflight service has always been ok. The IFE System is ok nothing compared to Etihad or Singapore. The reclining seats in Elite are very good. The food though was the worst I've ever had on a flight. I had seat 23C on both trips. There was water orange and apple juice available throughout the flight with sandwiches and nuts brought around the once. Midway on the flight I strolled to the back of the plane to have a stretch. For the price I would always recommend Elite Class.,Promoter
"Buenos Aires to Mexico City. I requested Aeromexico Plus seats but when at the airport my seat was taken. People at Buenos Airport were kind and solved it as the aircraft was not full. The price for this upgrade requested and paid in Mexico was higher than what was offered to me in Buenos Aires. Service onboard is poor. Dinner was served and only a few minutes after the flight attendants came by to pick up the tray. Not enough time to eat. Once I had finished I called to have the tray removed from my seat, and it took a long time until this happened. Many smiles, no service.",Passive
" Some days ago I made 2 bookings for a trip from Athens to Dublin and later on (the same day) I realised I needed to change the flight dates (and so I did) and proceeded to do it in the 24 hour grace period that Ryanair proclaims that it provides for this kind of changes. However, I was charged an extra total of 80 euros for both bookings (40 euros for each booking - 20 euros for each flight), although the old and new flight prices were exactly the same at the time of the change to the booking! Moreover, the aforementioned change happened in the 24 hours grace period (actually it was done less than 2-3 hours after the original booking). According to Ryanair's website and the 24 hour grace period (for this kind of changes) the dates change should have been at no cost (as the price of the flights at that time was exactly the same). I initially tried to address the situation with Ryanair's Live Chat customer assistance. But not only were they not helpful at all or even willing to try and check the reason for what happened, but they were also abrupt and rude. And of course no attempt at all at even pretending in trying to resolve my issue. Unfortunately, I have been a regular customer of the airline the last couple of years and I thought that if I address this matter through their website and the complaint forms (which by the way, good luck finding the proper link and form to submit one), that maybe they will be honest and upfront about the unfair charge and sort it out as soon as possible. I even sent them printscreens from the original flight prices (taken at the time of the booking and of course the new booking charges). However, the only reply I got back from Ryanair's customer service was a repeated standard reply prewritten form saying that the prices on the website are live and they may change at anytime (no one argued against that - however they don't even mention the fact that the prices were exactly the same) and that there can be a fee for changing the dates (no mention of the 24hour grace period). I confronted them replying to all these nonsense and they sent me the same reply, only to finally add the fact that once they receive a payment they cannot provide any refunds for any mistakes concerning the payment received (Great business policy, right?). Never trust Ryanair for anything. They prove to be one of the worst scammer airline companies there is.",Detractor
Flew with Aegean Airlines on January 17 from Athens to Frankfurt. The flight was nearly full but the cabin crew did a great job at providing everyone with a full meal service and two rounds of drink service. We left and arrived on time without any hassles. There is a lot of legroom available and the seats were very comfortable.,Promoter
"  I flew from Paris to Edmonton via Reykjavik alone with a 2 year old and a 5 year old. As it was the shortest traveling time available, I took the risk even with reading bad reviews of Icelandair. I just needed something that was fast so it didn't tire me too much with my 2 kids, my 10 hour flight turned into a 24 hour flight. Flight delayed causing me to miss my connection flight. Long queue to rebook connection flight and ending up booking my 5 year old in a separate aisle (who in the right mind does that?) - getting stranded in Reykjavik for 1 night. Airline booked us in a bad hotel where I had to share 1 bed with my 2 kids - with horrible food as you had hotel food vouchers only (Centerhotel). Back the next day only to get another delayed flight. I have 2 kids - they gave us 1 infant meal so I asked for another one and they said they have no extras and couldn't come up with a solution on what to give my 2 year old, even if I had said she eats everything - it was just no. Wifi not working. I had about 3 people around me from different Icelandair flight complaining about their hell experience with the airline as well. In edmonton when i arrive the next day no luggage. I asked the staff why the flights were delayed and why my baggage got left behind, their answer ""we dont know and we are sorry for the inconvenience"". I ask the service counter to rebook my return flight as I had lost a day due to the delay - after 15 minutes of waiting and counter staff talking to the sales desk on the phone - the answer I get is ""please visit the website and call the number there as we cannot do anything for you now"". Its a shame there are no negative ratings to choose from, as Icelandair don't even deserve level 1.",Detractor
Flew from Ft Lauderdale Airport to Chicago O Hare. It was a morning flight so experience a mile long wait at the TSA counter in Ft Lauderdale airline cannot be blamed for this. Booked this flight because it was cheap and since we were doing a lot of around the country flights Spirit really saved us some money. I was really satisfied with the flight slept through most of it the flight was cramped with no inflight entertainment but that did not bother me much. I know most people complain about the extra charges but if you plan your trip right at the start with spirit it is actually quite a good experience. We flew back to Las Vegas using Spirit and I found that experience to be good also no delays in either flights. Overall will fly Spirit again.,Promoter
"  I have flown American Airlines about 5 times now and only one flight has gone right. None of my flights are ever on time. I'm currently dealing with my third delay today flying from Dallas Fort Worth to Los Angeles because they can't find the captain. I can completely understand if it were a weather related issue however this is simply an organization issue. Not to mention how I called for assistance multiple times on the plane only to be ignored. This will be the last time I fly with AA, avoid them at all costs.",Detractor
"I just returned from a a month long trip throughout east Asia with the major part of trip - across Canada to Vancouver and then across the Pacific with Air Canada. I have done this trip many times in the last few years but this year was particularly bad. I am a tall person and the tiny regional jet to Vancouver was bad enough with cramped seating and small overhead storage but the long haul across the Pacific was particularly uncomfortable. Clearly AC can order their planes with the seating configs they prefer so with 40-50 seat rows they can easily squeeze in another row in by trimming off a 1/2"" from each row making leg room just that little bit less. Heading out from Vancouver the food was decent but the movie selection was pretty poor. No major current releases and a lot of older stuff. As a result of travelling extensively in the Asia region I must have been on 6 or 7 airlines and when it came time to head home to Canada I had plenty to compare Air Canada to. When it comes to national carriers like Egyptair (Jakarta to Bangkok) or Thai Air (Bangkok to Shanghai) Air Canada doesn't even come close. On the return flight to Canada the plane was an older B767 with the same cramped seating as before. When I checked out the movies they were the same ones that were listed over a month earlier. This time the food was really bad. I usually eat what the airlines provide given it was such a long trip but this time I had to push it away unfinished. Somewhere during the night they passed out some tasteless sandwich rolled up in a plastic wrapper. It is shameful for Canada's national carrier not to have the best on such a crucial route for international business. I expect to be making this trip again and I will make every effort to make my connections with another carrier.",Detractor
Cape Town to Barcelona: QR 1366 on 18 June 2014 Cape Town to Doha. QR 139 on 19 June 2014 Doha to Barcelona. After reading many less favourable reviews on Qatar Airways we feared the trip when we were delayed at Cape Town before even embarking. However a pleasant crew outstanding service a well maintained Boeing 787 an on time landing in Doha changed our views. The transfer was quick and easy and the onward flight to Barcelona as good as the first. We will follow the route again!,Promoter
"  Cleveland to Sao Paulo via Toronto with Air Canada. We faced countless problems from the moment we started our journey to Brazil. We were scheduled to take off from Cleveland to Toronto on June 23 at 5:50pm. To then take Toronto to Sao Paulo on flight AC 0090 at 10:40pm. When I scheduled the flights, we gave ourselves plenty of time in between to go through customs and ensure that we made our flight to Brazil, as I had work meetings and an interstate flight to Rio de Janeiro on Saturday morning. The first problem we faced was our flight from Cleveland to Toronto was late arriving. There were problems with the flight or weather issues - no one really knew what was going on. We did not take off until 10pm - which didn't put us in Toronto until 11:15pm. This made us and at least 50 other people miss their international connections. Air Canada was able to put us in a hotel for that night and we were to come back the following evening for a 8pm flight to Sao Paulo, putting us in Sao Paulo now on Saturday morning at 9am. I was able to move my meeting in Rio and also called the airline to reschedule my interstate flight from Sao Paulo to Rio. We got to the airport Friday evening for our flight that is meant to take off at 8pm. We are supposed to be boarding at 7pm and there is still no plane. We were then told that the plane won't take off until 11pm and after more time told it won't take off until 9am the next morning. This now creates problems for my business meeting in Rio. After working with Air Canada customer service (who were not polite) they were able to change our flights to Rio instead of Sao Paulo so we could make our work meeting. By this time it was already 3am and if we had gone to the hotel we would have to turn around and leave 2 hours later to come back - so my husband and I slept at the airport. This was exetremely uncomfortable and we had an awful night of sleep. We finally got on the plane on Saturday morning at 9am (supposed to take off at 9:15 so we were late again) and we sat on the plane for 40 minutes with no movement. They finally announced over the speaker that there is a passenger on the plane who shouldn't be - and security was there to remove him. After an hour and a half of being stuck on the tarmac we were finally left for Brazil. We were supposed to leave on Thursday evening and weren't taking off until Saturday morning.",Detractor
"Everything went well and flights were all on time. On the short flight to Munich from Frankfurt, we were served Leibniz Minis during boarding and inflight, were served only drinks. This wouldn't happen on an American based airline. Once in Munich, you have to walk to the ""H gates"" for flights to USA, which means you have to go through passport control. For my flight to Newark, you have to go through another security screening right near the gate, where you and your carry-on bag are thorougly searched. The A340-600 is a beautiful aircraft and the flight could not have gone better. All the flight attendants were attentive, very friendly, and spoke mostly English on flight to Newark. You were served many choices of drinks throughout the flight, given crackers, meal choice was between Cheese Ravioli with Spinach and Beef, and were later given something before arrival. The seats were comfortable and inflight entertainment had a good selection of movies, shows, games, and music. My only two issues were at check in, you do everything yourself (weighing, tagging, and placing luggage on belt) and during boarding, it was pretty chaotic. I must also say pay for the seat selection. It's worth it if the flight is oversold. I recommend Lufthansa for travel to Germany and beyond.",Promoter
"Good ground service. Efficient boarding. Only disappointment is that the fare was Premium Economy, but CGK to TPE leg was standard Economy. Inflight service was about the same as other premium Asian airlines. Food selection and taste was okay, movie selection was typical near new movies and a few classics, with screen size was about the same as competitors. A big plus was noise canceling headsets on the TPE-LAX segment. Seat for Economy was good, for Premium Economy felt a bit uncomfortable - despite more leg and thigh room, when reclined, our legs are hung at the calf. A foot rest would be a good addition. Amenities was ok - you get your toothbrush set, comb, and slippers. You can ask for eye covers, ear plugs and other amenities. Blankets made with quality material. Toilets cleaned regularly and the amenities are complete: soap, air freshner, eau de toilette, lotion - refreshing citrus aroma.",Promoter
"  Omaha to Toronto. My first flight on Air Canada. I would rate it slightly below good. The plane was small but clean. Staff was okay, not super friendly, not rude. Flight prices were average. In air service is very basic â€” water, soda, juice are about the only complementary items. My only serious complaint was a 20-minute delay on the tarmac when the cabin became extremely warm. No comment or explanation. I would use Air Canada if it suited my schedule but I would not seek them out.",Detractor
EK371 Bangkok to Dubai on 23rd Mar. Flew Emirates on the late night flight at 1.55am. Crew were fantastic and meals and drinks were plentiful and served with a smile. Aircraft not too new but clean and ICE was very enjoyable.,Promoter
"  Recently took Norwegian for a trip to Europe. We went New York to Paris roundtrip. As far as budget airlines go, I would put this toward the top end of the spectrum. The planes are new and nice, IFE systems are top-notch, and service is pretty good as well. That said, keep in mind that even though things look sleek and well put together, you are still flying a budget airline and everything cost something. Of course, that is a given, but I was a little surprised when they didn't even offer water on a 7hr transatlantic flight. Also, they really push their duty free sales prior to landing - even going as far as turning on the cabin lights an hour and a half before landing, so you can see what they are selling. All that said, I do think the cheap ticket prices and new planes make it worth the flight - just know what you are getting into. Here are some helpful tips that I learned from my flight: Norwegian is very strict about the weight of carry-on bags, going as far as weighing every bag you are carrying (including purses and backpacks). Make sure your bags are no more then 10KG or they will make you check it. Buy food for the flight before getting to the airport and bring it onto the plane. That said, don't bring anything that will require hot water or rehydration (eg - Ramen/Cup of Noodles), as they will not give you the hot water, you'll have to buy it. If you do want to buy food onboard, do not reserve a meal before the flight, it's $45. Instead, buy the meal or snacks from the IFE system, it will only cost $14. Note that they might run out though. Boarding in NYC was quick and efficient, however boarding in Paris was a mess with staff losing control of the process creating a free-for-all to get on the plane. If you are picking a seat, do not pick the bulkheads. We sat in row 7 on the JFK-CDG flight, and even though we had extra leg room, the seats were extremely narrow and a bit hard. On the CDG-JFK flight we sat in row 13, which seemed to be a few inches wider, softer, and leg room was sufficient.",Passive
Eighth round trip with Ethiopian (EAL). The good - the B787 service from IAD-ADD-JUB in a mere 19 hours which is blazing fast. The con's - one flight cancelled outright without notice which added 6 hours to my trip. Another flight on the 13NOV14 trip suffered a weather delay of 90 minutes at IAD due to fog in the morning. The result was a 09:04 arrival in Addis for a 09.50 flight to Juba which was still on the ground. Five of us needed to make that connection and expressed this to the staff but the did not prioritize our exit from the aircraft. We approached four different airport employees and were met with varying degrees of indifference and inaction. Finally arriving at Terminal 1 (for regional flights) the aircraft that had been there had left. No flights for Juba were listed either as boarding or for the rest of the day. No gate agent here and security agents and lounge staff directed us to Immigration to locate one. Got back to Terminal 2 and onto a flight to Entebbe and a connection there to Juba. In the end not only I but my checked bag made it to Juba - granted five (5) hours late.,Passive
" Austin to Orlando. I want this to be a simple review and so this airline is by far the worst airline I've experienced. My flight was cancelled twice, and I was given a $200 voucher because of the inconvenience. Not only that, I'm flying away from TX because my husband deploys in 2 days and I've tried calling about 10 times (still trying to get in contact with a rep.) and still nothing. There's nothing but an automated lady given you options to choose or say and then nothing happens thereafter. My flight was booked incorrectly for the day after it was cancelled instead of the day after the day on the newly booked flight. I've spoken to the rep. who assisted me in the airport and he also booked my flight incorrectly which is the flight that got cancelled in the first place. I'm traveling with my 1 year old daughter, which already makes it a little harder, and then I have to deal with the inconvenience of this airlines' approach for their customer.",Detractor
"  I truly enjoyed my flight from Toronto to San Diego, Cal. The flight was #1887 on March 28th, 2017. The plane was nice and clean and the flight was extremely smooth. However, what made it extremely pleasant was the lead flight attendant. She made announcements in English and impeccable French. She was tender and extremely helpful. She truly made my day with her bright smile and helpful attitude. She noticed that my head was not comfortable, so without my asking, she brought a pillow. Never seen that before.",Promoter
BRU-MAD-MVD-MAD-BRU C Class old tatty planes. Still better service within their inter Europe legs. They should not be allowed to call that Airbus A340 business class service. Vile lounge managed by rude staff. Once on board service is done by an ill treating cabin crew. Tasteless and Vile food which I have had the unfortunate opportunity to taste 6 times this year alone and have twice yet again to fly with them and of course once upon arrival found out they have lost my suitcase. Have repeatedly complained about their service both written and orally on board to HQ and they just nod and agree.,Detractor
"  Auckland to Seoul Incheon via Guangzhou. The service at the airport and on the aircraft was perfect. Food and facilities on the plane were excellent, and the width of seat was enough. As my transfer in Guangzhou was more than 8 hours, I was provided the free hotel service by China Southern. China Southern allow you to take two 23kg respectively, which is more than many airlines.",Promoter
Singapore Airlines has finally upgraded their product on the Singapore - Bali route. Although the A330 is not my favourite plane the SQ A330 has the upgraded regional biz product in a 2-2-2 configuration which is way better than the old standard recliner biz seats on the 777-200. Happy to see the new product on this popular route.,Promoter
Out of 6 flights on Alaska going from Santa Barbara to Kalispell Montana and back only one flight (S.B. to Portland) was even remotely on time. All the rest departed from a half to full hour after the scheduled time. This is the worst this experienced long time flyer has ever seen.,Detractor
"I took CX369 today from Pudong Shanghai airport. I was actually booked an earlier flight of KA891 which was cancelled due to typhoon ""Phoenix"" at 1830h I was being notified by CX via text message before 9am so at least I had enough time to rearrange another flight. It was all fixed before 10am - how efficient. When I arrived at the airport all flights were further delayed - ground staff gave me the option to change to another flight. Eventually the flight was 3.5 hours delayed and on landing in HGK it was only 2.5 hours delayed. Apart from that all announcements were clear as a Marco Polo member I was comfortably enjoying some private time in the CX lounge.",Promoter
" Philadelphia to Las Vegas. Had my airline delayed over 10xs so far. I have a 5 year old with me. Offered no help, no hotel or food for my child. Have been sitting at the airport for over 24 hours waiting for another flight. I have tried to get a refund so that I can get on another plane, but they have done nothing. I'm tired, my child is tired and all they can say is there's nothing we can do about it! Don't fly with them ever, especially if you have children!",Detractor
"easyJet from Madrid to Geneva, and one of the worst airlines I've used. They were rude at the beginning when I was just staying online to the departure. A man came to me and said that I only can have one bag with me. I had one carry on really small luggage and one small handbag. I thought he was kidding and just ignored him. But when I was about to board he said that I have to pay extra 60 euros because I have two bags with me. I paid. He put the sticker on my luggage and I continued my way to the plane with the line. Unexpectedly a woman is coming to me, very aggressively takes my luggage and says ""I need to take this bag"" - I said ""Wait a minute, I just paid for this bag"" she says ""that's why I need to take it, you can't take it with you onboard. You only allowed to take one bag"" Well that is ridiculous! And not even an effort to be nice to me. Never will fly with easyJet again.",Detractor
"  Fort Lauderdale to San Jose. Worst airline I've ever flown with. Advertising with cheap flights and then you have to pay 60$ just to bring your carry-on. The staff was rude, the lines were ridiculous and inefficient. On a 3 hour flight, you aren't even given water. You have to pay for any beverage or snack. It was an incredibly frustrating process, and I definitely will never be flying with Spirit Airline ever again.",Detractor
" Hartford to Tampa. The fact that we were significantly delayed tonight by 2 hr. 40 min. isn't even the motivation behind this review. It's not even the constant WiFi problems we experience every single flight. The main reason is Southwest's lack of heart. I was A-List Preferred and have flown SW exclusively for a few years now. I was three flights short in 2018 to maintain my A-List Preferred status, and I emailed them explaining that the reason I was short was because I was forced to fly Delta a few times due to Southwest cancelling or delaying the flights in question. It was such a light-hearted plea, too. I thought surely in the name of customer experience, they'll understand and appreciate the fact that I'm loyal to them still and they'll do the right thing. Not so much, unfortunately. Instead, I get this canned email response below. ""We received your email and appreciate your taking the time to contact us. As a valued Customer of Southwest Airlines, your feedback is very important to us, and we welcome the opportunity to respond. A-List and A-List Preferred status provides lucrative benefits to recognize and reward our most loyal Customers, and we must rely on our Rapid Rewards Members to gain entry to these tier levels through their activity in the program. I truly understand your frustration given that you were only three flights shy of qualifying for A-List Preferred. In order to maintain the integrity of our Rapid Rewards program and continue to provide the perks associated with each tier status, we must consistently adhere to the program rules. Saying â€œnoâ€ to a request for tier status that has not been truly earned helps ensure that we are able to say â€œyesâ€ to offering benefits to our qualifying Members in the future. Your patronage and loyalty has not gone unnoticed. It's our hope that you will continue flying Southwest Airlines as it would be our privilege to welcome you onboard for many years to come. Sincerely, Nancy, Southwest Airlines""",Detractor
Seattle (SeaTac) - Paris (CDG): 23 September. Flight was horrible! Low Seat comfort and low quality food. But the worst thing is seat assignment: my girlfriend was behind me and that's how it was for a lot of couples and friends! It's obvious that this is done on purpose in order to earn money from change seat utility during the check-in online.,Detractor
  Berlin Tegel to Copenhagen. I like SAS in general. But this was terrible. The problem was the plane and its seats are dated. The seats were so used that you were like sliding to the middle. This meant that both me and the gentleman sitting next to me spent the flight trying to seat in our own seats. The staff were nice though.,Passive
"  What was I thinking flying this airline? For the second time travelling this airline our luggage has been lost. Two years ago London to Dublin our bags were lost for two days. So this flight our bags are left in London again! Now I'm stuck in Dubai in winter clothes, missing the pools and beaches at our resort waiting for our bags to turn up. It's only been 3 days now in the same clothes. Upside - service on board BA559 was excellent. However, business class on BA Europe flight is no different to economy so don't pay for business if you think you are getting a comfy seat.",Detractor
Recently flew DUB-YYZ return with Rouge. Absolutely awful flight the seats were absolutely tiny the food was intolerable. I wouldn't regard myself as claustrophobic but I definitely felt a little panicky because I couldn't move my legs properly and the seat in front was uncomfortably close to my face. I'd fly with Aer Lingus if I went again or go out of my way to find a connection from another European airport because I definitely couldn't withstand the torture of this trip again.,Detractor
"My wife had broke her ankle he day before traveling back from the Philippines - 2 short journeys to HKG and then the long flight home. In the airport we had our wheel chair taken off us to go through security! My wife then had to hop around the airport until our flight, I asked if it would be possible to have extra leg room for my wife (we were not after a free upgrade) just so she could raise her leg. We were told no, there were none available. There were spare seats with extra leg room on the flight - I took note of these and when I put in my complaint (after standing in the isle for 2 hrs and being in the way) I was offered a seat with extra leg room. Very cross that they could and should have done more for a lady with a broken ankle - took a lot to get them to agree this, should have happened on the flight. We now have upgrades for next flight to be used within 1 year (as if we travel to HKG all the time).",Detractor
"  Shanghai to Sydney via Guangzhou on China Southern. A 5 star hotel accommodation was provided at the Pullman at Guangzhou Airport for overnight transit. Great personalized service on the flight, two meals were provided plus plenty of snacks. Friendly air hosts and the fast track card was provided at Sydney airport. Thanks to all the crew members.",Promoter
 Corpus Christi to Houston. Extremely rude flight attendant. I expressed that I had a very short time to make my connecting flight and she just said to leave my baggage outside the plane. You are allowed 1 carry on and 1 personal item. Both of my bags are not in my possession. I believe that United as a whole is a failure and needs to revamp the customer service they use to have. I am extremely disappointed almost every time I fly with United.,Detractor
Dublin - Boston Return. Both flights on time. Great to clear USA immigration in Dublin. Inflight service outbound efficient but staff not as friendly as normal. Inbound staff excellent nothing too much trouble. Inflight entertainment good but on return had to ask for it to be turned on for the whole aircraft. Staff forgot. Then it had to be rebooted. All told took an hour before the IFE was up and running. All flights on time. Seats standard economy seats but comfortable enough. Great to be domestic flight into the USA. Took 15 mins from getting off the aircraft to kerbside.,Promoter
MXP-JFK in Economy. Airbus 330 is silent and comfortable even if a bit worn-out. Service and politeness great. Always smiles to customers. Cabin Chief passing through both Economy and Business class to ensure with passengers everything was OK. Nice touch. Food good quality. AZ really has improved.,Promoter
TG337 29th July. The plane was a big A330 but perhaps it was an old aircraft. There was no IFE! This is ridiculous in 2014. Before the flight took off I could only feel glad about the large amounts of leg room the old aircraft offered. I've not seen such a long leg room in any other Economy class flight. Pillows and blankets were fresh and I settled in. Since it was just a 3 hour night flight I preferred sleeping than watching movies. Hence the IFE's absence did not hurt me much. What impressed me was the extremely pleasant smiling and courteous service of the flight attendants. I had pre ordered a Hindu meal and what I got was excellent! There was chicken curry with rice and another vegetarian curry. The mango salad and the rice dessert were also perfect!,Promoter
"  We booked a round trip Vancouver to Delhi via Guangzhou. The service at Guangzhou was so bad. No one speaks English and everywhere they had Chinese language, so there is no way you can know where you going. On the way back the flight from Guangzhou got cancelled and the staff had no clue what was going on. It took almost 4 hours struggle to get out to the hotel, and then there is a struggle for buses for hotel. There is not enough buses and everyone is standing in the cold and staff has no clue what to say to passengers.",Detractor
" Gatwick to Tehran via Kiev. Worst airline I have ever seen, due to a delay in UK for 1 hour we were unable to connect to our flight which still had an hour before takeoff, but they took the luggage anyway. We had to sit at the airport for 18 hours for the next flight. They offered no compensation, no room and no food.",Detractor
"I have traveled easyJet from Glasgow to Bristol on the 14.45 flight from Glasgow on a Sunday and on the 16.15 from Bristol on a Friday. In the last 7 weeks these flights have left on time only twice. easyjet used to be my favourite, now I think their standards and customer service is getting to be bad. My average late departure time is about 45-60 mins.",Detractor
Karachi to New York via Dubai. Best flight I have experienced. The staff was very nice and cooperative. They have the best entertainment system with the latest collection of movies. The food is okayish and better than many airlines. The planes are also new. I should mention that Dubai Airport is the best airport I have visited.,Promoter
Flew Business class Doha - Hong Kong Round-trip. Both flights departed on time cabin crew were attentive and friendly. My Muslim meal request was honoured. However I opted for a window seat to look outside the cabin. Unfortunately it seems that CX has a policy of keeping window shades closed throughout the whole flight hence eliminating the purpose of window seat and the enjoyment of flying. I do not recommend flying with this airline if you enjoy window seat. I am a business class passenger and I expected to be treated with respect. Unfortunately this was not the case for me hence encouraging me to fly Emirates and Qatar Airways.,Detractor
" Kota Kinabalu to Kuala Lumpur. Experience above expectation. Comfortable seats, temperature just right. Very friendly and serviceable staff. Tasty and very cheap food. Pleasant flight.",Promoter
" The departure out of MEL was delayed by almost an hour because of the late arrival of the incoming flight. This delay caused us to make a dash to the connecting LHR flight in JAK. With 30 or so passengers making the connection, Garuda did the right thing by delaying the departure of Flight GA86 to LHR and escorting us through the airport to the gate. The A330 (MEL-JAK) had a 2-2-2 layout in an older style cabin, but it was comfortable. The B777-300 (JAK-LHR) had a 1-2-1 layout. It was a more modern cabin. Service was excellent with good quality food on both flights. Cabin crew tended to 'disappear' after clearing up the meal. IFE worked fine but the choices of movies was limited. Music choices were also lacking. Minor quibbles that won't affect my overall rating. A fine airline!",Promoter
"Short flight from Hong Kong to Taipei, Taoyuan International. Airport check-in was smooth. We were served a meal and free beverages which surprised me on such a short trip, but I guess that is standard on Asian carriers. Inflight entertainment was fine, but I didn't really use it that much. We had some delays at Taoyuan, but not the fault of the airline. TPE was only using one runway for some reason. Landing was great and luggage arrived as expected.",Promoter
BOM-LKO. Flew on Indigo thrice and all 3 flights were delayed. Paid extra to book seat of choice and meal. Check-in staff extremely rude and unfriendly. Cabin was not as clean as they rave about. Inflight cabin service without a smile. Only cold meals served. They also charge for wheelchairs with fares comparable to full service carriers. Not my choice and not recommended. Very pricey for a 'low cost airline'.,Detractor
" Chennai to Delhi. I was skeptical when booking a flight with Air India because the website is like from 90'. When boarding I was pleasantly surprised. Even for me (2m tall guy) more than enough leg room, comfortable seats. The dinner was included for this short (2h30m) flight.",Promoter
