Review,NPS
First time on Turkish this summer. Flew From JFK to Tirana via Istanbul and return from Podgorica via Istanbul. Although I had some reservations flying with Turkish at the end I was more than happy that I chose them. The meal service was excellent. Best meal I ever had on a transatlantic flight. The A330-300 was comfortable and the flight entertainment had great variety of movies and games to choose from. I reserved our seats 3 months in advance by calling the call center. Our seats were all promised as we originally chose them on all flight segments. Again I will fly Turkish again on my next transatlantic flight with no reservation.,Promoter
"Quite simply the worst ""business class"" cabin I have ever had the misfortune of traveling in. ""Premium"" class seats on Air Canada Rouge are the exact same size as economy class seats. Flight was one hour late and not properly groomed in between flights. Lots of garbage left on plane. Also heard a couple of elderly people complain at the gate that no pre-boarding was being offered. Once airborne service was non-existent. No meal offered on a 5 hour international flight? Again this is supposed to be ""premium"" class. No blankets. Cabin was freezing. No seat back entertainment iPads were offered that were glitchy and the flight attendant seemed annoyed when I asked for ear buds. I could go on and on. Just a total disaster every step of the way. Air Canada is my airline of choice but avoid Rouge at all costs. I usually only give reviews to companies when it's something positive and the service was remarkable. But Rouge is just remarkably bad. One star.",Detractor
"  Vancouver to Bangkok via Beijing. Worst airline we have ever flown with. I was injured while on the trip and needed to return sitting in business class as per doctor's note. I was more than willing to pay for the upgrade but once we arrived in Beijing for our layover I was told that in order to pay for the upgrade I would have to leave that section of the airport and re-check myself in? I was forced to sit in my pre-booked seat and was told there was nothing anyone could do to help. Worst customer service ever, each staff member was rude with both me and my husband. They even tried to ignore the fact that we were standing right in front of them and pretend that we didn't exist. I will never ever fly with this airline again. Please don't ever fly with Air China.",Detractor
BRU-MVD-BRU via MAD. Delighted to know they have stopped the MAD-MVD services. It obliged me to find other ways to get to MVD. This company is good on short haul flights and on the phone when you are a platinum customer. For the rest either on board or check in they are just a disaster. The crew are sulky and lazy and they do not want to do their jobs correctly. Once you've boarded late at night for the intercontinental legs staff disappear. Services like food drinks and amenities are just a joke and cleanliness of the cabin and toilets just does not happen! Old and tatty planes. Goodbye Iberia - just hope I never have to board one of your planes again. However must admit that I will be happy to try their new A330 services.,Detractor
  Manila to Zurich via Singapore with Singapore Airlines. Departure from Manila International Airport was delayed for about 2 hours because of air traffic. During the flight we get dinner. The fish and the desert was delicious but the fried rice was just steam rice. Entertainment programm was outstanding with a large choice of new relesed movies. The flight was very smooth and the flight attendant were very cheerful. After we landed in Singapore I had to hurry to my next connecting flight to Zurich. The flight between Singapore and Zurich was smooth but the meals were one-sided. We get for dinner and breakfast fried rice dish with fish or chicken. I expected at least one noodle dish in this sector. The flight attendants seemed very tired and unmotivated.,Passive
I have had consistently good service with them over the last 40 years I have flown with them (and I am not an employee!) AC Rouge is a leisure carrier and not a five star airline like Emirates. You get what you pay for. Granted AC seriously screwed up by replacing out some of their key regular services with Rouge without telling customers. Not cool. That being said this little airline is not bad. The crews while young are actually very pleasant and eager to please. The uniforms are smart and they seem proud to wear them (the hats are a nice touch too. The food was tasty and satisfying. Not super high class but nice to get something that didn't make you gag. The service was attentive and I appreciated the new premium seating in the 767's. My airplane was clean (even after a quick turnaround after a 6 hour weather delay). My only wish is that they had service like Sunwing where everyone got a meal and there was inflight entertainment (even on the screens overhead) for all. Personally this airline is ok to fly for flights that are under 6 hours. Given the limited legroom do spend the money and fly the other classes. They give you more room and more attention. Overall I was nervous flying them after the horrendous reviews but in the end I really had a nice flight.,Passive
" Another hassle-free trip with LOT. Although the check-in area at Warsaw airport was quite busy, we didn't loose time queuing, as it's now possible (at least when travelling with LOT) to print the luggage tag by yourself. The flight was pretty empty which made it quiet and cosy. Contrary to many LOT flights, this one wasn't delayed at all, so no I have no reason for complaining about that. The biggest advantage of that flight was the brand new Boeing 737 MAX 8, still fresh and clean. It made our trip even more convenient, because it's incredibly quiet and has comfortable, soft, leather seats installed. The seats have moreover: an adjustable headrest, decent recline and a power port. The only drawback was that LOT didn't use the jet bridge at Vienna airport.",Promoter
" Flew Bangkok to Toronto via Hong Kong. Bangkok Check-In was smooth and professional. Staff informed me of a possible seat upgrade and asked for my seat preference if upgraded. Cathay's lounge in Bangkok was fairly chaotic, as a British Airways flight was delayed and hence resulted in a higher volume of number of people. Bangkok to Hong Kong on a 3-class A330-300. The flight was full and quick, flying time was 2 hrs 9 minutes instead of usual 2 hrs 30-45 minutes. Crew were mostly Thai and were extremely pleasant over meal service, showing Thai hospitality and Cathay's core value. Otherwise, flight was uneventful and the plane arrived Hong Kong earlier than scheduled. I had booked an itinerary that would require an overnight layover in Hong Kong. Heading to the lounge, the staff was welcoming and informed me the lounge would close at 12.30am. I visited 3 lounges and I found the Pier to be the most suitable for a nap as there is a nap area. I returned to the lounge at 5.30am, when it reopened, prior to my flight to Toronto. Hong Kong to Toronto on CX828. Once again a full flight in Economy and I was upgraded to Premium Economy for the flight. Seat next to me was empty. Amenity kits, headphones, a blanket and a pillow was placed at the seat prior to boarding. Seat provided extra legroom that would normally be found on bulkhead Economy seats. The seat storage was adequate and the focus on details was truly amazing. Tray table was easy to operate and was of a good size to fit a laptop. Flight departed Hong Kong slightly late but arrived Toronto half an hour ahead of schedule. The crew on this flight were pleasant, offering several round of drinks throughout the flight. However, despite all the positives, the biggest let down on this trip was catering. Especially on the Premium Economy sector, I chose the western option for lunch and the mashed potatoes were soggy and grainy. Dinner was standard, but for the most part, meal was similar to that of Economy's. Although the plus is getting actual metal cutlery instead of plastic ones. Overall, an average experience. I would still fly with them, given their flexibility and frequency of flights I have mentioned in my previous reviews.",Promoter
"  My partner and I flew Qantas from Singapore to Sydney, on a refurbished A330-300. The aircraft cabin was clean and modern, IFE was quick and screen large with great content. The moving map was not operational on this flight. I especially liked the 2-4-2 seat layout. Seats are comfortable with good recline and good leg room. The flight departed Singapore 30 minutes late but arrived on time in Sydney. The meal service was OK. The welcome drink was cordial which I feel is a bit tacky. The main meal was very flavoursome and a good size, dessert a dry cake. We were only offered drinks once with dinner which was disappointing. Most airlines do a drinks round pre dinner, with dinner and after dinner. Not Qantas. Breakfast a pastry with a chocolate filling. It wasn't very tasty. I would have liked a choice of a hot meal. Staff were professional and friendly. Communication was great. Would I fly Qantas again? Possibly, but would more likely go with an Asian carrier.",Passive
Flew YUL-LAS a few weeks ago. First of all mechanical issues we were delayed 75 mins out of the gate. Second as most Rouge commenters here no IFE (bring your iPad for a selection of outdated movies) you get an ice-filled Coke (maybe 30 ml at best) and uncomfortable cramped seats. The fellow next to me was overweight and snored/slept on my shoulder the entire trip. They ran out of food too which angered a lot of passengers at the back. To make things worse we had no gate assigned in Vegas and sat on the tarmac for 40 mins. Luggage somehow also took an addition 35 mins. Yes it was direct from Montreal that was the only redeeming feature. However next Vegas trips in 2015 (2 of them) will be booked on other carriers (American Delta or WJ) AC Rouge will never have my money huge contrast with the main airline which that is average at best.,Detractor
Just arrived back from a trip to Mexico. 1 hour late leaving Toronto no explanation given as to why. We were up early at the resort as we had a 12 noon check out deadline. We were taken to the airport at 5pm for a 7pm flight. We were supposed to arrive back in Toronto at 1.58 am. However we didn't arrive in Toronto until 6.10 am. Delayed for over 4 hours. In reality we were up for close to 24 hours. Reason for the delay the flight leaving Cuba for Toronto was delayed. In this day and age this should not happen. This airline could care less about how we felt. Do yourself a big favor fly with somebody else.,Detractor
"I flew with Norwegian from LAX to Barcelona and back from Berlin to LAX and it was mostly ok with some bad and some good. On the way to Barcelona we had a layover in London and after we had all boarded they notified us that the wheels had to be replaced, making everyone get off the plane again, carry-on luggage and all. I'm all for safety first, but why not check this kind of thing before making everyone board the plane. That right there was almost an hour wasted. Then another 2 hours for the wheels to be replaced and we didn't get so much as a little bag of free peanuts for the inconvenience. On the flight back, I will say that my carry-on had some excess weight and the lady at the check-in counter was really nice and let me check-in my bag free of charge, which would've otherwise been around 80-100 euros.",Promoter
I really don't know how to express my dissatisfaction with United. I buy business class and get dumped into economy. No explanation nothing. Trite meaningless apologies are given. That's it. On my return trip the flight attendants were not very attentive in business. Once beverages were served at the beginning of the flight they disappear for the rest of the flight. The dinner meal for a 5.5 hour flight in business is a joke. A small plate of antipasto? That's an appetizer. The customer care program definitely needs improvement. Non responsive and when they do respond they ignore my complaint but do dwell on how great United is and they sincerely hope my next flight will be a good experience. United advertising is good unfortunately they only talk the talk. United has yet to learn how to walk the talk. United just frustrates me to no end.,Detractor
"  Johannesburg to Taipei via Singapore return, and this is the 19th year I have flown with Singapore Airlines, and the standard and the quality of the airline has remained at a very high standard. We always get the seats I reserve for my brother and I, cabin crew friendly, food is very good, and seats are comfortable. Last time when I arrived at Taipei, I was informed (when I reached the baggage collection section) that my baggage didn't come through, it is at Singapore, and the airline said they will sort everything out for me, just need to leave a cellphone number and the address. I received my baggage the following day, which was very efficient. I recommend this airline.",Promoter
" Gatwick to Barbados in December 2017. On a 9 hour flight they provided one meal, and afternoon tea which consisted of a mars bar and a cup of tea. The plane was aging and yellowing round the edges and the staff were surly. The only redeeming thing was that it was cheaper than competitors (but still not cheap).",Detractor
" Shenzhen to Denpasar Bali. A good flight, good service. Very friendly Staff on Check in Counter and very fast. They provide a Seat at first row of economy, the seat was comfortable and good space for my legs. During the flight they provide good Food and the taste are ok. Flight attendants are friendly and spoke good English. Cabin and lavatory clean and in good condition.",Promoter
" Harare to Cape Town via Johannesburg. My flight from Harare was delayed by 20mins, In Johannesburg I was suppose to get my bags for security check but i waited for my bags at e carousel for 15mins or so but could not find my bags and i had to connect again for my flight to cape Town in less than an hour. I boarded without my bags and I was told to check on the carousel if i dont get them or i shloud go on the SAA baggage desk in Cape Town which i did. They were very helpful. They managed to locate my bags and they were sent on the next flight from Johannesburg to Capetown that very day and i was asked if i wanted to collect my bags at the airport or to be delivered at home. I chose to be delivered at home which they did. I got my bags everything was there and perfect. Thank you SAA for your service.",Promoter
We booked and paid for exit row (long leg) seats (Â£80) for our flight from Madrid to Santiago but on check-in found we had been bumped back to seat 28 and not even sitting beside each other. Because we flew from London first we complained at check-in in London but they couldn't do anything about it. Then asked about it again in Madrid and they said it was too late as someone else had been allocated our seats and they didn't want to upset them. My partner was furious as we are Oneworld Emerald Frequent Flyers and this is a Oneworld partner airline. He is very tall and had especially booked the extra leg room seats. We are dreading the return flight next week as this sort of thing is really upsetting especially when the staff sympathised with us and said Iberia often do these things.,Detractor
Melbourne to Brisbane. Already checked in online but due to my request to link it to another booking passenger had to go to checkin for boarding pass. Very quiet no queues. Seat 26C aisle as selected online. Gluten Free meal was really good. Pilot kept us informed in flight and bonus on this flight was individual screens.,Promoter
" Singapore to London. This was the second part of my Sydney to London trip and looked forward to it as it was on a BA A380. Now this aircraft, in Qantas colours, is one I am very familiar with having flown around 30 sectors over the last 12 months with QF. As mentioned in my review of BA16 (which was the first leg of this trip) it is the on board soft product that is the problem. The same comments for that review apply here. The IFE is a work of mystery in terms of content. On Qantas, American, Cathay one gets a really good mix of old and new movies, great music choices. Those who compile the content need to look at what they mean by award winning (Godfather, Gladiator, Brave-heart, Roman Holiday etc) are all things we as passengers want to see. Some smart edgy team in Soho, London pulled the content together forgetting that not everyone is edgy and want to see cutting edge stuff. IFE is one thing on long haul. The other is food and beverage. The food quality was just substandard and something I read about constantly. On Qantas (say QF1 from Singapore to London) one gets the evening meal service, followed by Weiss ice cream, a Lindt chocolate along the way, midnight snack of a pizza or sandwich and morning breakfast (fruit or eggs with usual muffin etc. At the rear of the main deck is a snack bar and in the galley will be found, chocolates, banana bread, cheese and biscuits. You would need to be really hungry to get through that lot but the point is that it is available and offered. BA need to get away from a meal service on take off and landing and nothing in between. The A380 is a flagship aircraft and on Qantas it is treated as such. I am a Qantas fanboy and spend a lot of time on their planes. Put the smartest, best looking crew onto a flagship as that is what people will remember. The BA crew were of a certain vintage more suited to lawn bowls. One guy looked like Steptoe (for those who remember) and was a miserable. Flying on an A380 should be an experience and I enjoy all my trips on that aircraft. BA have managed to reduce it to a very large low cost aircraft moving people from one point to another. That is sad given the stature of BA. I came back on BA31 from London to Hong Kong and the same comments apply. Hard product is fine (except for no snack bar) but the soft product is lacking severely.",Detractor
" Phoenix to Washington via Atlanta. Southwest Airlines flight attendants are friendly, down to earth, professional and the aircraft is comfortable. There was a weather delay however the electronic updates were very user friendly and kept me well informed of my flight status. I like Southwest Airlines because they invest in modern technology not just for the aircraft but you are able to use the internet, also when boarding there are electronic/modern technology used. The attendant announces the boarding class and seat (which sometimes it is hard to hear in the airport or due to the person speaking) but South West electronic devices for the lines alerts with the seat or boarding zone so you can visually read it which is good for people who maybe hearing impaired. Also the flight attendants uniforms are not too professional making the customers feel more at ease. Great job Southwest! Also it is important to provide snacks and juice it refreshes the flyer and that shows good customer service and accommodation that you care for your friendly flyers. Thank you!",Promoter
We flew Air Canada thinking we'll be getting a basic level of comfort common to all Air Canada planes but what a mistake. Didn't know about Rouge. There's no leg room minimal service no comfort no space in the overhead since people bring large carry-ons to avoid paying for checked-in luggage. The almost 5 hr flight to Phoenix from Toronto was painfully boring with the in-flight entertainment consisting of online streaming of old movies and shows. We had to bear all this again on the flight back!,Detractor
"  Dublin to Cape Town via Istanbul. First time flying Turkish Airlines. Check in and boarding all very efficient. Hadn't even been on an aircraft with a 2-4-2 seating arrangement, but this is perfect for couples (was travelling with fiancÃ©e) as no need to disturb anyone else if needing out of our seats. Cabin crew were professional and efficient in meal and drinks services. Enjoyed the safety video, if a bit cheesy! Some downsides would be only adequate leg room for a 6'3"" man like myself, expensive on board WIFI ($9.99 for a hour) and cabin crew turning a blind eye to foolhardy impatient passengers who insisted on getting up and opening the overhead lockers while the plane was still taxiing! Finally, I always believe it's good practice for a cabin crew member to do an announcement to welcome passengers to the destination, especially on a long haul flight, however this was not done on any of the four flights I took. No major complaints however and would fly with them again.",Passive
"Chiang Mai to Bangkok. At check in the staff asked if I have any connecting flight at BKK I told him that I have one to Singapore with another airline. He requested for the e-ticket and after checking informed me that my lay over time is about 80 mins and I have to collect my baggage at BKK airport and then check in again for the SG bound flight. In addition he made me sign an indemnity form stating that the Bangkok Air will not be responsible if I am unable to connect to my next flight. I bought the tickets fully aware of the risk of the short layover. While waiting at the boarding gate an airline staff approach my wife and I asked for our boarding passes then exchanged them with another set for 1st row seats so that we could disembark faster at BKK. We were really grateful for their thoughtfulness. Though it was a short 1-hr flight full inflight meals were provided. The safety video was awesomely done with a catchy song and dance number at the beginning and end to draw your attention. The flight arrived BKK about 10 min ahead of schedule and as we disembarked we were again approached by a staff with a piece of paper written on it our connecting flight number. We acknowledged that the flight number was correct and she replied ""The check-in counter is E1"". I was blown away by their excellent service. They do not have to go through such lengths but they did. They made my day and I will definitely flying with them again.",Promoter
"  A miserable experience with American Airlines from Miami to Quito. Flight was delayed 2 hours and then it started raining heavily so it was delayed 4 further hours. At the airport counter nobody seemed to care about giving out any information. When we finally got on the plane, to our business class seats, everything was dirty and smelt horrible. We had to wait an extra 45 minutes inside the plane because they had forgotten to bring some of the luggage onboard the plane. Business class cabin crew served dinner and nuts and that was that. Never even tried to make the flight a good experience after more than 8 hours of delay. So much turbulence during the flight and a horrible landing. Our experience was terrible. Business class was not worth it and we even had to wait a long time for our bags.",Detractor
"I have flown Emirates 3 times in the last six months but clearly customer loyalty means nothing to them. My mother, brother and I are scheduled to fly with them to Italy tomorrow for my brother's 21st birthday but we got a call from them today (less than 24 hours before our flight) to say that our flight has been cancelled and we have been moved to another flight. The problem with this is that we were scheduled to arrive in Rome at 07h25 in the morning after a short 3 hour layover in Dubai but now they were making us arrive at 20h20 in the evening after a 16 hour layover in Dubai! I have called Emirates countless times today and wasted my entire day trying to get an earlier flight and they say there is nothing they can do. We are only going for 5 days so to lose an entire day, have a 16 hour layover and lose out on all the tours we had planned is just unacceptable. Very disappointing. This is the last time I will be flying Emirates.",Detractor
Washington Dulles to Frankfurt. 19/1/2015. My first time in Premium Economy and it's been fantastic! Its not as cheap as Economy Plus on United but you can't compare that! Far more leg space fantastic seats where you can nearly lay down as in Business Class food and drinks served with style and great taste! For my next trip I will book Premium Economy for sure. It's 100% worth it!,Promoter
"  New Orleans to Indianapolis. I was very concerned when I broke my foot a few weeks before or trip and had surgery. I was non-weight-bearing and had a knee scooter. We called United two nights before the flight and they immediately did everything to be accommodating, changed my seat for free, changes my husband to be near me, described the process for boarding and leaving plane. We boarded four flights on that trip and everyone acted amazing, it was so easy, I am so grateful. Would definitely fly United again.",Promoter
Had to do an emergency flight from MLA-BCN and only ticket I could find last minute was MLA-IST-BCN return and I am glad I did. The MLA-IST looked bit old but in perfect conditions with leather seat. The cabin crew extremely friendly well groomed. Food was a delight as was the squeezed orange juice. I can only say good things about Ataturk Airport as well proper hub. The VIP Lounge left me impressed I would not mind at all missing my flight and being stuck in that gigantic lounge for a few days.,Promoter
"Never having flown with Vueling Airlines before I was a bit unsure as to what to expect. The aircraft was clean, comfortable, on time and the staff actually talked to the passengers, provided a good service and I was shown to my seat on both flights. Only downside was that dump of an airport at Cardiff - hopefully one day they will fly from Bristol. I will fly with them again.",Promoter
"  Having read reviews of Alitalia, I was a little worried about our flight from Venice to Abu Dhabi. It was a very pleasant surprise. Check-in at VCE could not have been easier or quicker, and the boarding went very smoothly as well. The A330 seats were very comfortable, with good legroom (and I am 6'4""). Cabin crew friendly and helpful. The lunch was very good, with a good selection of wines to accompany. IFE had a wide selection, and was easy to navigate. Arrived early into Abu Dhabi. I would not hesitate to fly Alitalia again, and their A330s are a very comfortable way to fly.",Promoter
I was booked to fly on NZ103 from Auckland to Sydney having not long arrived on NZ5 from LAX. We were supposed to be flying on a 777-200 but Air NZ had changed this to a brand new Boeing 787-9 Dreamliner. What a bonus that turned out to be the aircraft was almost empty I had a whole three seat row to myself in the rear cabin and the new aircraft was absolutely brilliant to fly on. The seats are very much the same as the ones on the 777-300 but with a newer entertainment system and with bigger windows that tint rather than have a shade to pull down. Really enjoyed this flight look forward to flying on a Dreamliner again soon.,Promoter
" Denver to San Francisco. The worst flight I ever travelled. I never experienced paying $45.00 for each carry-on bag, or paying up to $15.00 for seat preferences. They delayed the flight 10 minutes before it's departure time. We were told that, a flight attendant â€œcalled in sickâ€. Don't they know it ahead of time? Looks like, there is no policy in place for employee sick call. I will never recommend this airline for any one.",Detractor
Dublin to Faro outward flight left slightly late however time was made up in the air. Both flights full cabin crew couldn't do enough for you.,Promoter
" Exceptional service - the business class cabin is superbly laid out matched by friendly considered service, sublime entertainment IFE and great menu and offer befitting this short hop from Auckland to Melbourne. Well done Air New Zealand on getting this just right. Thank you for the upgrade from Premium to Business.",Promoter
"  San Francisco to Guangzhou. The cabin staff offered a great service during the flight. I was really uncomfortable on my seat, so I asked a staff member to assign me another place if possible",Promoter
"DJB-CGK flight was delayed from 8.05 to 9.10 due to haze and later got delayed by 2 hours further without sufficient announcement given to passengers. This very short flight was alright, cabin was clean, cabin crew helpful, the snack was decent. The only thing is that we had to wait and go by bus to reach the terminal, which is a drawback considering it was scorching hot outside.",Passive
I couldn't care less if the flight attendants are happy or sad or dressed like an 80's boy band. I also couldn't care less about the inflight entertainment or the food they serve. However I do expect a comfortable seat. At 6'2 200 lbs I was unable to move my legs throughout the flight. My knees were firmly lodged into the seat in front of me as well as a metal armrest on the widow side. I couldn't utilize the space under the seat for extra leg room because the pitch of the seats. It was without a doubt the most uncomfortable flight I have ever had to endure. Luckily the couple in front of me (the gentleman was also jammed into his seat) looked back and we're horrified by how I was crammed into the seat and didn't recline their seat back otherwise It would have been unbearable. My flight was only 2.5 hour so I can't even fathom being on a 6 or 8 hour flight with this airline. I have always been a big fan of Air Canada but I will never I repeat never fly Rouge again even if I was given tickets.,Detractor
"  Hong Kong to Paris. Air France prices are way over the top and simply not justified. First Class cabin on A380 is on lower level of plane by entrance of plane so draughty and passengers from other classes passing through cabin. Seats are OK but the pop up screen for in-flight entertainment was small and totally archaic. Food really nothing special (should be one area where AF could excel - cheese selection was pathetic) and no first class treats like caviar. Good wines but white wine arrived as I was finishing my starter - only 4 people in cabin. Cabin crew not very professional - seemed to spend a lot of time just talking to each other. Air France needs a wake up call as it is surpassed in cabin quality, food, service by virtually every other airline flying between Asia and Europe. So far behind Emirates, Qatar etc - it is almost embarrassing.",Detractor
I flew Emirates for the first time return Glasgow to Dubai. My daughter and I were extremely impressed by the comfort of the seats the quality and variety of food and the huge selection of movies etc offered on the IFE. We flew out overnight on 30th May and were looked after by a lovely FA who quite simply could not do enough for us. We arrived early in Dubai and were provided with Fastrack passes for Immigration. I have travelled to Dubai on many occasions (with BA KLM and Air France) and this was the best experience so far. The return (day time) flight was also excellent - again could not fault anything. Another fabulous FA - a young man this time - friendly and helpful. Ground staff in Dubai and Glasgow were courteous and helpful. One minor thing - if Emirates are serious about their commitment to Glasgow Airport they should establish their own lounge. This was the only downside of my experience - they do not have their own lounge in Glasgow - they have space in the ServisAir lounge which has to be one of the most soulless places I have encountered. Very limited choice of drinks no fresh foods at all (only packs of crisps!). Polar opposite is the lounge in Dubai - wonderful is the only word to describe it. It is large airy and offers free WiFi. Hot and cold meals and snacks available in abundance - and Moet and Chandon by the glass! Chauffeur driven cars were provided for both of us for the journeys to and from Glasgow airport (I was travelling from Edinburgh my daughter from Glasgow). Both my drivers were excellent cars were extremely comfortable and on time. I will most certainly be using Emirate again in the future.,Promoter
Our first flight with SAS Airline and it was excellent every step of the way from ground staff in UK (Manchester) who were very helpful and friendly to all infight staff. An excellent flight and we hope to travel SAS again. We booked via the internet and the website was so easy to move around.,Promoter
"First flight of our trip was delayed. Attendants said maintenance issues were reported the night before but not addressed. Mechanic showed up late. 1.5 hour delay caused us to miss our connecting flight. En-route we were told connecting flight had also been delayed but that we should be able to make it. We were told they were expecting us. Me, my wife, and my two small children ran across the airport. When we arrived we were told that they had sold our seats to stand by. The plane was delayed an additional 2 hours. My connecting flight actually left 8 hours later. We missed an entire day in Costa Rica. For compensation I was offered a $7 meal voucher that didn't work at the majority of facilities in Houston Airport. It did work at a fast food restaurant, but was not enough to cover even a basic meal. Certainly not ""the friendly skies"" as advertised and certainly not customer oriented.",Detractor
"  Absolutely the worst communication from American Airlines. Rude staff, flight from Philadelphia to Seattle got delayed 9 hours with yet again no communication to the guests. I will drive to the rest of my vacations due to the experience we received. This is unacceptable. 2 thumbs down will not recommend this flight to anyone, friends or family",Detractor
"  Bangkok Suvarnabhumi to Singapore with Cathay Pacific (CX713). A330 was equipped with the long haul cabin, legroom was adequate, the seat offers a lot of storage and the touchscreen IFE was very responsive. The cabin staff were helpful to passengers and the food was delicious. Even though the departure was delayed, we arrived Singapore almost on time.",Promoter
"  Los Angeles to Rome via London with British Airways. Our flight from LAX to Rome was on time and generally good. We upgraded from Economy to Premium Economy at the airport for $382 each. We had tried to upgrade ahead of time with our frequent flyer points but could not because we booked through Costco (Costco said we needed to go thru BA and BA said we had to go thru Costco). Boarding was not well organized. Our flight from London was delayed and we had a difficult time finding out where to go as the airport departures board did not list a gate and departure time kept changing. One BA associate told us it would probably leave from gate 18 which proved to be incorrect information. We finally asked an attendant at a random gate who looked it up on her iPad. We had to sprint back to gate 1 with 15 minutes until departure. When we arrived at that gate, we were told we would be bussed to our gate. We waited another 25 minutes for buses. Seats were fairly comfortable. Food was just okay - the small steak served was over cooked and as hard as rock. We arrived in Rome almost 2 hours late. Coming home we traveled economy as we decided the charge to upgrade on the way there was not a good value. Our flight from Rome to London was late in arriving which made us almost an hour late taking off from Rome. Boarding was chaotic and you couldn't understand the announcements being made about who was to board and when. Other people were turned back rather rudely by BA staff. Everyone seemed confused. Snack on board was small but tasty. We had to be ""express serviced"" through security in London in order to catch our connecting flight. No time to catch a snack or use the toilet. Boarding was in-process when we arrived at the gate. Then we sat on the tarmac for an hour before we could take off. Seats were very narrow and close together to the point that when the person in front of you reclined their seat, the back of the seat was very close to your face. You had to ""go horizontal""in order to get in and out of the seat to use the rest room. Arm rests between seats and at the end of the row did not lift up entirely so you had to slide over the arm rests. Food was pretty good. On board entertainment was good. Service was slow, forcing you to sit for an extended length of time with a tray squeezed in front of you. Our luggage is on an extended vacation as it did not make it to our flight in London. We arrived 25 minutes late to LAX. I also take exception to the $90 luggage charge ""per leg of the trip"" for our 2nd bag. 1st bag is no charge but $380 (round trip) charge for the 2nd bag is very steep.",Detractor
"Had a 6Â½ hr delay leaving Doha, but the Qatar Airways onboard experience with their quality foods and beverages by excellent cabin crew made the flight pleasant. However, this flight was terrorized by a 2-year-old toddler who screamed and cried and shouted nonstop without any attempts from her parents to comfort her nor trying to keep her volumes down. This was an insult to other passengers in Business Class and felt like being at a busy McDonalds for 7Â½ hrs. May we suggest Qatar Airways to introduce quiet zones on your aircraft for people who want to relax and enjoy a quality experience in peace and quiet? This has happened several times over the years and, unfortunately, on QR as well: some families are simply unable to make the distinction between their homes and public places nor seem to have the capacity to think about others who would like to enjoy their flights - or just take a rest. I don't fly to make friends but I always respect the privacy of my fellow travellers without putting them into such noisy, ugly nor ill-tempered torture, which was the case on QR852 from DOH to KUL this time. QR is a quality airline and I hope they find innovative solutions to this problem in the long run.",Promoter
"  I fly between Dublin and Manchester most weeks. With Aer Lingus, the flight is usually reasonably comfortable - the arrival process is often a nightmare. Arriving at Dublin late at night, the aircraft usually parks away from Terminal 2 and there is a long long walk through a labyrinth of internal corridors. As noted by another reviewer, if it is an Aer Lingus regional flight, a compulsory bus tour of Dublin Airport is added to the experience. Arriving at Manchester on Aer Lingus also involves being bussed around that airport. Last Monday, the ground crew decided to economise on the number of buses. Our bus took an age to get to Arrivals. A hot day and severe overcrowding on the bus caused some passengers to panic. Not a pleasant experience. Aer Lingus does not speak to passengers. I could not find a phone number and I am told that Customer Services doesn't have a phone. Very good for cost control and efficiency, I am sure. Not so good if they want repeat business. Aer Lingus advertises itself as Ireland's only four star airline and I think it likes to portray itself as a traditional full service airline. Where UK/European flights are concerned, I think it's definitely a no frills offering.",Detractor
" Keflavik to Toronto. Simply my worst ever flying experience! I kept calling as line check in did not recognize my booking number, waiting time was very long and customer service agents very difficult to understand. I was told my number was correct and I had to wait until 24 hrs before flying, still did not work, called 3 times on day of flight as wanted to check in to ensure my family sat together, was then told booking number was incorrect and to try a different one, still no good, eventually paid extra over the phone to reserve seats. When getting to the airport I was told to check in at a machine, guess what? Booking not recognised again so queued up. There was a very long queue and only 2 desks open, 2 other staff just sat there filling in forms, we queued for nearly an hour and was down to 50 mins to departure. I spoke to staff several times to open other desks but they said others were busy and most staff were at the gates, eventually got to the desk to be told my seats had been given to other passengers despite me showing my email confirmation, again they were uninterested and shrugged shouldsers, my family ended up all split up including quite young daughters. The plane was the worse legroom I have had for a near 6hr flight, extremely cramped and uncomfortable. So it is fair to say will never use Wow again, iny opinion they are terrible and any saving is just not worth it.",Detractor
"  Lisbon to Heathrow on British Airways. I booked my ticket with a reputable travel agency and yet when I went to check-in online the BA website said I had been sold a seat-only flight. The travel agency disagreed and showed me they had booked a seat with a baggage allowance. I called BA and was messed around by their staff member. I had to pay an outrageous fee to have 1 bag of only 12 kg fly in the hold with me to London. At Lisbon airport things were hectic as the previous day their security people had been on strike. The departure board did not show the check-in area for the BA flights. I had to find my own way to where BA check-in. I joined a queue and was outraged when one of the check-in staff allowed a woman with 3 kids to queue jump. When other people objected including other families in the long queue with children the check-in agent did nothing and allowed the woman to get away with not queuing. The check-in lady I dealt with was very pleasant and cheerful. The departure from Lisbon was exceptionally busy with not one empty seat. The cabin crew were very professional. The departure was on time and during the flight a snack and drink was served. My seat was very comfortable and the drop-down screens showed the route followed. Arrival was 15 minutes ahead of schedule. Baggage on this flight is an issue in my opinion as too many passengers were allowed to bring on to the flight quite sizeable bags. When things go well, BA is excellent. However, charges for baggage are outrageous and place BA in the same category as budget airlines. I give top marks to the hardworking and very professional cabin-crew though.",Passive
