,sentence,class
750,The command processor displays a prompt on the screen.,0
751,"It then interprets , the user’s commands.",0
752,"If the command involves one of the shell’s internal operations (such as “dir” to list a file directory), it simply executes that routine.",0
753,"For example the command:dir temp /pwould be interpreted as a call to execute the dir function, passing it the name “temp” (a directory) and the /p, which dir interprets as a “switch” or instruction telling it to pause the directory listing after each screenful of text.",0
754,"If the command is an external MS-DOS utility such as “xcopy” (a file copying program), the shell runs that program, passing it the information (mainly file names) from the command line.",0
755,"Finally, the shell can run any other executable program on the system.",0
756,It is then that program’s responsibility to interpret and act upon any additional information that was provided.,0
757,MS-DOS also has the ability for the command.,0
758,"com shell to read a series of commands stored in a text file called a batch file, and having the *.",0
759,bat (batch) extension.,0
760,"This allowed for rudimentary scripting of system housekeeping operations or other routine tasks ,.",0
761,A simulation is a simplified (but adequate) model that represents how a system works.,0
762,"The system can be an existing, real-world one, such as a stock market or a human heart, or a proposed design for a system, such as a new factory or even a space colony.",0
763,"If a system is simple enough (a cannonball falling from a height, for example), it is possible to use formulas such as those provided by Newton to get an exact answer.",0
764,"However, many real-world systems involve many discrete entities with complex interactions that cannot be captured with a single equation.",0
765,"During the 1940s, scientists encountered just this problem in attempting to understand what would happen under various conditions in a nuclear reaction.",0
766,"Together with physicist Enrico Fermi, two mathematicians, John von Neumann , and Stanislaw Ulam, devised a new way to simulate complex systems.",0
767,"Instead of trying fruitlessly to come up with some huge formula to “solve” the whole system, they applied probability formulas to each of a number of particles—in effect, “rolling the dice” for each one and then observing their resulting distribution and behavior.",0
768,"Because of its analogy to gambling, this became known as the Monte Carlo method.",0
769,It turned out to be widely useful not only for simulating nuclear reactions and particle physics but for many other activities (such as bombing raids or the spread of disease) where many separate things behave according to probabilities.,0
770,Simulations and simulation techniques are used for a tremendous range of applications today.,0
771,"Besides helping with the understanding of natural systems in physics, chemistry, biology, or engineering, simulation techniques are also applied to human behavior.",0
772,"For example, the behavior of consumers or traders in a stock market can be explored with a simulation based on game theory concepts.",0
773,Artificial intelligence techniques (such as expert systems) can be used to give the individual “actors” in a simulation more realistic behavior.,0
774,Simulations are often used in training.,0
775,"A modern flight simulator, for example, not only simulates the aerodynamics of a plane and its response to the environment and to control inputs, but detailed graphics (and simulated physical motion) can make such training simulations feel very realistic, if not quite to Star Trek holodeck standards.",0
776,"Whether for flight, military exercises, or stock trading, simulations can provide a much wider range of experiences in a relatively short time than would be feasible (or safe) using the real-world activity.",0
777,Simulations can also play an important part in testing software or systems or in predicating the results of business decisions or strategies.,0
778,Simulations are also frequently sold as entertainment.,0
779,"Many commercial strategy and role-playing games as well as vehicle simulators contain surprisingly complex simulations that make the games both absorbing and challenging ,.",0
780,Such games can also have considerable educational value.,0
781,"Some typical features of a smart building include the following:, lighting that is controlled by time of day, scheduling, and occupancy sensors, temperature and air-flow sensors to determine the amount of cooling, heating, or fresh air needed, controls for central heating, hot water, and air conditioning systems, optimizing efficiency and minimizing energy use, alarms for intrusion, fire, carbon monoxide/dioxide, and other hazards, alarms indicating failure or unsafe operating conditions for various devices, integration of alarm and status messages with communications systems, enabling users to receive them by e-mail, text message, phone, or other means",0
782,The smart card is the next generation of transaction devices.,0
783,"Magnetically coded credit, debit, and ATM cards have been in use for many years.",0
784,These cards contain a magnetic strip encoded with a small amount of fixed data to identify the account.,0
785,"All the actual data (such as account balances) is kept in a central server, which is why credit cards must be validated and transactions approved through a phone (modem) link.",0
786,"Some magnetic strip cards such as those used in rapid transit systems are rewritable, so that, for example, the fare for the current ride can be deducted.",0
787,Telephone cards work the same way.,0
788,"Nevertheless, these cards are essentially passive tokens containing a small amount of data.",0
789,They have little flexibility.,0
790,"However, since the mid-1970s it has been possible to put a microprocessor and rewritable memory into a card the size of a standard credit card.",0
791,These smart cards can store a hundred or more times the data of a magnetic strip card.,0
792,"Further, because they have an onboard computer ,, they can interact with a computer at the point of service, exchanging and updating information",0
793,"Besides the microprocessor and associated circuitry, the smart card contains a small amount of RAM (random access memory) to hold “scratch” data during processing, as well as up to 64 kB of ROM (read-only memory) containing the card’s programming instructions.",0
794,The program is created on a desktop computer and written to the ROMthat is embedded in the card.,0
795,"Finally, the card includes up to 64 kB of EEPROM (Electrically Erasable Programmable Read Only Memory) for holding account balances and other data.",0
796,"This memory is nonvolatile (meaning that no power is needed to maintain it), and can be erased and rewritten by the card reader.",0
797,"“Contact” cards must be swiped through the reader and are most commonly used in retail, phone, pay TV, or health care applications.",0
798,"“Contactless” cards need only be brought into the proximity of the reader, which communicates with it via radio signals or a low-powered laser beam.",0
799,"Contactless cards are more practical for applications such as collecting bridge tolls ,.",0
800,"The card reader (or terminal) at the point of sale contains its own computer, which runs software that requests particular services from the card’s program, including providing identifying information and balances, updating balances, and so on.",0
801,"Some of the major smartphone manufacturers and their operating systems include the following:, Symbian (Symbian OS), used by Nokia, Motorola, Samsung, and others, Windows Mobile (enhanced Windows CE), popular in phones used in Asia, Blackberry (RIM), the popular PDA/smartphone, Linux, used as the base on which to build a variety of PDA/phone operating systems, including products from Motorola, Palm, and Nokia (Maemo), OS X (Apple), used in Apple’s innovative and very popular iPhone",0
802,"Originally standing for Simple Object Access Protocol, but now no longer an acronym, SOAP is a standard way to access Web services ,.",0
803,"In today’s Web, where what appears to users to be a single site or application is usually built from many services, such a facility is essential.",0
804,"Prior to SOAP, Web applications usually communicated through remote procedure calls (RPC).",0
805,"However there were problems with compatibility of applications running under different operating systems (and perhaps using different programming languages), as well as security problems that often led to such facilities being blocked.",0
806,"SOAP, on the other hand, uses the same HTTP recognized by all Web servers and browsers ,—indeed, it can also use secure HTTP (https).",0
807,"A SOAP request (or message) is an ordinary XML file , that includes an “envelope” element specifying it to be a SOAP message, an optional header, a body element containing the information pertaining to the function or transaction requested, and an optional fault element to specify error processing.",0
808,"After receiving the message, the destination server returns a message providing the requested information.",0
809,"Today, millions of people—middle, high school, and college students, but increasingly adults as well—have pages on popular Web sites such as MySpace and Facebook.",0
810,"These sites are significant examples of social networking: the use of Web sites and communications and collaboration technology to help people find, form, and maintain social relationships.",0
811,"The origins of social networking can be traced to online venues that arose in the 1970s and 1980s, notably Usenet and, later, online chat boards ,.",0
812,"In the late 1990s social networking Web sites began to appear, including Classmates.",0
813,com (helping people find and communicate with former schoolmates) and SixDegrees.,0
814,"com, which emphasized “knows someone who knows someone who .",0
815,.  . ” kinds of links.,0
816,By the mid-2000s the two biggest sites were Facebook and MySpace.,0
817,"Founded in 2006 by Mark Zuckerberg, Facebook was originally restricted to Harvard students, but eventually became open to any college student, and then high schools and even places of employment.",0
818,(The name comes from a book given to incoming students in some schools to familiarize them with their peers. ),0
819,As of late 2007 Facebook had more than 55 million active members and had become the seventh most visited of all Web sites,0
820,Social scientists can use a variety of software throughout the research process.,0
821,"For example, researchers might use the following:, Web and bibliographical search tools to find existing research on their topic, note-taking and concept-diagramming (“mind-mapping”) software, software to conduct polls or surveys and compile the results, social networking analysis to better understand a group’s structure and dynamics, statistical analysis tools to analyze the findings ,, map-based systems for studying geographical aspects ,, modeling software to simulate the mechanism being studied, using mathematical techniques such as the Monte Carlo and Markov-Chain methods",0
822,"In general, the overall steps in developing a program are:Detailed specification of what the program will be required to do.",0
823,This can include developing a prototype and getting user’s reaction to it.,0
824,", Creation of a suitable program architecture—algorithm(s) and the data types, objects, or other structures needed to implement them ,.",0
825,", Coding—writing the program language statements that implement the structure.",0
826,", Verification and testing of the program using realistic data and field testing ,.",0
827,",?",0
828,"Maintenance, or the correction of errors and adding of requested minor features (short of creating a new version of the program)",0
829,"Sony Corporation (NYSE symbol: SNE) is the electronics business unit of Sony Group, a large Japanese multinational company that plays a leading role in worldwide electronics, games, and entertainment media (movies and music), introducing and shaping many now-familiar standards.",0
830,The company traces its origin to a radio repair shop started by Masaru Ibuka in a bombed-out building in Tokyo in 1945.,0
831,"He was soon joined by Akio Morita, and the men started an electronics company whose name translates in English to Tokyo Telecommunications Engineering Corporation.",0
832,"They started by building tape recorders, but in the early 1950s the two entrepreneurs were among the earliest to realize the potential of the transistor, marketing transistor radios starting in 1956.",0
833,"The devices essentially established the modern consumer electronics field, perfectly fitting with a new music fad among American teenagers—rock and roll.",0
834,"With their marketing success, Ibuka and Morita realized that they needed a simple, catchy name that would appeal to Americans and other non-Japanese customers.",0
835,In 1958 they came up with Sony.,0
836,"Although the name did not exist in any language (and thus could be made proprietary), “Sony” evokes English words such as “sound” and “sonic.",0
837,"” (It also resembled a Japanese slang phrase “sony-sony,” for something like what we would call “geeks” or “nerds” today. )",0
838,"the company’s successful consumer products have included the following:, Trinitron tubes for televisions and computer monitors (no longer sold in the United States), Walkman portable music player (1979), 3.",0
839,5?,0
840,"floppy disk (1983), which flourished until the later 1990sSony? ?",0
841,? ?,0
842,"445, Discman CD-based music player (1984), Handycam camcorder and Video format (1985), Digital audio tape, or DAT (1987), Blu-ray optical discSony would also become a major player in the console gaming market ,.",0
843,"In 1994 the company introduced the PlayStation, followed by later models in 2000 and 2006.",0
844,"Sony is also a significant seller of digital cameras, including the Mavica floppy disc (later CD), since discontinued.",0
845,The company also introduced its proprietary “memory stick” for storage,0
846,The simplest and least efficient kind of sort is called the selection sort.,0
847,"Rather like a bridge player organizing a hand, the selection sort involves finding the record with the lowest key and swapping it with the first record, then scanning back through for the next lowest key and swapping it with the second record, and so on until all the records are sorted.",0
848,"While this uses memory very efficiently (since the records are sorted in place), it is not only slow, but also gets worse fast.",0
849,"That is, the time taken to sort n records is proportional to n2.",0
850,The selection approach suffers because on each pass the sort determines not only the record with the lowest key but 446? ?,0
851,? ?,0
852,sorting and searchingthe one with the next lowest key.,0
853,"However, that information is not retained.",0
854,"The heapsort, invented by John Williams in 1964, uses a binary tree to store a heap of sorted records ,.",0
855,"Once the heap is built, the tree nodes can be used to store record numbers in a corresponding array that will represent the sorted database.",0
856,"The heapsort is efficient because no records are physically moved, and the only memory needed is for the heap and array.",0
857,"The heapsort is generally considered the fastest and most reliable general-purpose sorting algorithm, with a maximum running time of log n",0
858,The bubble sort is based on making comparisons and swaps.,0
859,It makes the most convenient comparison possible: each record with its neighbor.,0
860,The algorithm looks at the first two records.,0
861,"If the second has a lower key than the first, the records are swapped.",0
862,"The procedure continues with the second and third records, then the third and fourth, and so on through all the records, swapping pairs of adjacent records whenever they are out of order.",0
863,After one pass the record with highest key will have “bubbled up to” the end of the list.,0
864,"The procedure is then repeated for all but the last record until the two highest records are at the end, and so on until all the records are sorted.",0
865,"Unfortunately, the number of comparisons and swaps that must be made makes the bubble sort as slow as the selection sort.",0
866,The quicksort improves on the basic bubble sort by first choosing a record with a key approximately midway between the lowest and highest.,0
867,This key is called the pivot.,0
868,"The records are then moved to the left of the pivot if they are lower than it, and to the right if higher (that is, the records are divided into two partitions).",0
869,"The process is then repeated to split the left side with a new pivot, and then the right side likewise.",0
870,"This is continued until the partition size is one, and the records are now all sorted.",0
871,"(Because of this repeated partitioning, quicksort is usually implemented using a procedure that calls itself repeatedly—see recursion.",0
872,")Devised by C.  A.  R.  Hoare in 1962, quicksort is much faster than the bubble sort because records are moved over greater distances in a single operation rather than simply being exchanged with their neighbors.",0
873,"Assuming an appropriate initial pivot value is chosen, running time is proportional to the logarithm of n rather than to the square of n. The difference becomes dramatic as the size of the database increases",0
874,The bubble sort and quicksort are designed to work with records that are in random order.,0
875,"However, in many applications a database grows slowly over time.",0
876,"At any given time the existing database is already sorted, so it hardly makes sense to have to resort the whole database each time a new record is added.",0
877,"Instead, an insertion sort can be used.",0
878,"In its simplest form, the algorithm looks sequentially through the sorted records until it finds the first record whose key is higher than that of the new record.",0
879,"The new record can then be inserted just before that record, much like the way a bridge player might organize the cards in a hand.",0
880,"(Since inserting a record and physically moving all the higher records up in memory can be time-consuming, a linked list of key values and associated record number is often used instead.",0
881,(See list processing. ),0
882,That way only the links need to be changed rather than any records being moved.,0
883,The insertion sort was improved by Donald L.  Shell in 1959.,0
884,"His “shellsort” takes a recursive approach (like that in the quicksort), and applies the insertion sort procedure to successively smaller partitions.",0
885,Another improvement on the insertion sort is the mergesort.,0
886,"As the name implies, this approach begins by creating two small lists of sorted records (using a simple comparison algorithm), then merging the lists into longer lists.",0
887,Merging is accomplished by looking at the two keys on the top of two lists and taking whichever is lowest until the lists are exhausted.,0
888,"The merge sort also lends itself to a recursive approach, and it is comparable in speed and stability to the heapsort",0
889,All of the sorting algorithms discussed so far rely upon some form of comparison.,0
890,"However, it also possible to sort records by calculating their relative positions or distribution ,.",0
891,"In its simplest form, an array can be created whose range of indexes is equal to 1 to the maximum possible key value.",0
892,"Each key is then stored in the index position equal to its value (that is, a record with a key of 2314 would be stored in the array at position Array[2314].",0
893,"This procedure works well, but only if the keys are all integers, the range is small enough to fit in memory, and there are no duplicate keys (since a duplicate would in effect overwrite the record already stored in that position).",0
894,A more practical approach is to use a formula (hash function) that should create a unique hash value for each key.,0
895,"The function must be chosen to minimize “collisions” where two keys end up with the same hash value, which creates the same problem as with duplicate keys.",0
896,A hash sort is quite efficient within those constraints,0
897,"There are a number of ways that sound can be sampled, stored, or generated digitally ,.",0
898,Here we will look at some of the most popular sound file formats.,0
899,WAVThe WAV (wave) file format is specific to Microsoft Windows.,0
900,"It essentially stores the raw sample data that represents the digitized audio content, including information about the sampling rate (which in turns affects the sound quality).",0
901,"Since WAV files are not compressed, they can consume considerable disk space.",0
902,"AIFFAIFF stands for Audio Interchange File Format, and is specific to the Apple Macintosh and to Silicon Graphics (SGI) platforms.",0
903,"Like WAV, it stores actual sound sample data.",0
904,"A variant, AIFF-C, can store compressed sound.",0
905,"AUThe AU (audio) file format was developed by Sun Microsystems and is used mainly on UNIX systems, and also in Java programming.",0
906,MIDIMIDI stands for Musical Instrument Digital Interface.,0
907,"Unlike most other sound formats, MIDI files don’t represent sampled sound data.",0
908,"Rather, they represent virtual musical instruments that synthesize sound according to complex algorithms that attempt to mirror the acoustic characteristics of real pianos, guitars, or other instruments.",0
909,"Since MIDI is like a “score” for the virtual instruments rather than storing the sounds, it is much more compact than sampled sound formats.",0
910,MIDI is generally used for music composition rather than casual listening.,0
911,"MP3MP3 is actually a component of the MPEG (Moving Picture Expert Group) multimedia standard, and stands for MPEG1 Audio Layer 3.",0
912,"It is now the most popular sound format, using compression to provide a balance of sound quality",0
913,"While spam can appear in any communications medium (including chat, instant messaging, and even blogs), the most prevalent type is e-mail spam, which costs U. S.  businesses billions of dollars a year in processing expenditures, lost time, and damage caused by malicious software (malware) for which spam can be either a delivery vehicle or an inducement.",0
914,In 2007 an estimated 90 billion spam messages were sent each day.,0
915,"The fundamental driving force of spam is the fact that, given one has Internet access, sending e-mail costs essentially nothing, no matter how many messages are sent.",0
916,"Thus even if only a tiny number of people respond to a spam solicitation (such as for sexual-enhancement products), the result is almost pure profit for the spammer.",0
917,"Besides directly making fraudulent solicitations for products that are ineffective, counterfeit, or nonexistent, spam carries two other dangers: inducements to click to visit fake Web sites , and attachments containing viruses or other dangerous software ,",0
918,"Ways to stop the spread of spam include the following:, e-mail filtering software, using a combination of text analysis by keyword or statistical correlation , and lists of Internet locations (domains) associated with spamming; filtering can be done both by service providers and individual users, or collaboratively, tightening the technical requirements for messages to be accepted by mail servers (much spam has poorly formatted headers), improving techniques for blocking the viruses used by spammers to set up their bots—see computervirus and firewall, attempting to shut down the infrastructure that supports spam operations, such as hosts who allow e-mail, and sellers of spamming software and illicitly gathered address lists",0
919,Spyware and adware are two pervasive threats to computer users.,0
920,"Both are programs that are installed more or less surreptitiously, often accompanying an attractive-looking “free” software package or media download.",0
921,"Depending on how widely it is defined, as many as eight out of 10 PCs may be infected by some sort of spyware.",0
922,"Signs of infection can include the system slowing down or periodically freezing, Web browsers that fail to display the expected home page or search results, and the appearance of numerous unwanted pop-up windows (a sign of adware).",0
923,"Ranging from least to most harmful, spyware and adware can do the following:, Display annoying advertising that can clog up the screen or cover up information (some adware can also be spyware that uses information about the user to target advertising), Track Web browsing to provide information to sell to marketers ,, Obtain personal information for use in identity theft, Install keyloggers (programs that record keystrokes, such as passwords being entered) or other “back door” or “trojan” programs",0
924,"Growing concern about spyware has prompted the use of antispyware programs such as Ad-Aware and Spybot-Search & Destroy, as well as a free program from Microsoft.",0
925,Antispyware programs are also being included in popular security suites from companies such as Symantec and McAfee.,0
926,"The programs work similarly to antivirus programs, watching for suspicious behavior or “signatures” matching known spyware or adware.",0
927,"Depending on the program, the spyware can be blocked from executing at all or removed from the system.",0
928,"The software varies considerably in effectiveness, so users may have to run several different programs to completely remove an “infestation.",0
929,”Spyware has been generally given a lower priority than viruses or even spam.,0
930,"When challenged, spyware makers generally claim that the user authorized its installation (at least implicitly) by installing the utility or other software that contains it.",0
931,"Although antispyware legislation has been introduced in Congress, it has not passed as of mid-2008.",0
932,"However, state officials such as former New York State Attorney General Eliot Spitzer successfully sued a spyware company, winning a $7.",0
933,5 million settlement,0
934,A stack is simply a list that represents successive locations in memory into which data can be inserted.,0
935,The operation of a stack can be visualized as being rather like the springloaded platform onto which dishes are stacked for washing in some restaurants.,0
936,"As each dish (number) is added, the stack is “pushed.",0
937,"” Because only the item “on top” (the last one added) can be removed (“popped”) at any given time, a stack is described as a LIFO (last in, first out) structure.",0
938,"(Note that this is different from a queue, where items can be added or removed from either end [see queue].",0
939,)Stacks are useful whenever nested items must be tracked.,0
940,"For example, a procedure might call a procedure that in turn calls another procedure.",0
941,The stack can keep track of the parameters (as well as the calling address) for each pending procedure.,0
942,Stacks can also be used to evaluate nested arithmetic expressions.,0
943,"Web users increasingly have access to such content as news broadcasts, songs, and even full-length videos.",0
944,"The problem is that the user must receive the content in real time at a steady pace, not in sputters or jerks.",0
945,"However, factors such as load on the Web server and network congestion between the server and user can cause delays in transmission.",0
946,"One way to reduce the problem would be to compress the data ,.",0
947,"However, excessive compression would compromise audio or picture quality to an unacceptable extent.",0
948,"Fortunately, a technology called streaming offers a way to smooth out the transmission of large amounts audio or video content ,.",0
949,"When a user clicks on an audio or video link, the player software (or Web browser plug-in) is loaded and the transmission begins.",0
950,"Typically, the player stores a few seconds of the transmission ,, so any momentary delays in the transmission of data packets will not appear as the data starts to play.",0
951,"Assuming the rate of transmission remains sufficient, enough data remains in the buffer so that data can be “fed” to the playing software at a steady pace.",0
952,"If, however, there is too much delay due to network congestion, the playback will pause while the player refills its buffer",0
953,"Founded in 1982, Sun Microsystems (NASDAQ symbol: JAVA) has played an important role in the development of computer workstations and servers, UNIX-based operating systems, and the Java programming language ,.",0
954,"During the 1980s, Sun was known mainly for its workstations for programmers and graphics professionals, running on its own SPARC series microprocessors.",0
955,"However, 460? ?",0
956,? ?,0
957,structured programmingby the 1990s the growing power of regular desktop PCs was reducing the need for special-purpose workstations.,0
958,"As the Web grew starting in the 1990s, Sun’s line of multiprocessing Web servers became quite successful, though the “dotbust” of the early 2000s cut revenues.",0
959,"One of Sun’s founders was a key developer of UNIXsoftware ,.",0
960,"Sun developed its own version of UNIX (SunOS) for its workstations in the 1980s, and then joined with AT&T to develop the widely used UNIX System V Release 4, which in turn became the basis for Sun’s new operating system, Solaris.",0
961,(Sun has also supported the use of Linux on its hardware. ),0
962,"Supercomputers are always more expensive and somewhat less reliable than standard computers, so they are used only when necessary.",0
963,"As the power of standard computers continues to grow, applications that formerly required a multimillion-dollar supercomputer can now run on a desktop workstation (a good example is the creation of detailed 3D graphics).",0
964,"On the other hand, there are always applications that will soak up whatever computing power can be brought to bear on them.",0
965,"These include analysis of new aircraft designs, weather and climate models, the study of nuclear reactions, and the creation of models for the synthesis of proteins.",0
966,"The neverending battle of organizations such as the National Security Agency (NSA) to monitor worldwide communications and crack ever-tougher encryption also demands the fastest available supercomputers ,.",0
967,The term supply chain management was developed in the 1980s to refer to the systematic efforts to improve the efficiency and reliability of this vital business activity.,0
968,"Although the details will vary with the industry, a supply chain can include the following activities:, obtaining the raw materials or components needed for the product, manufacturing finished products, marketing the product, distributing the product to retailers or other outlets, servicing the product and supporting customers, (increasingly) providing for the ultimate recycling or disposal of the product",0
969,"A system administrator is the person responsible for managing the operations of a computer facility to ensure that it runs properly, meets user needs, and protects the integrity of users’ data.",0
970,Such facilities range from offices with just a few users to large campus or corporate facilities that may be served by a large staff of administrators.,0
971,"The system administrator’s responsibilities often include:, setting up accounts for new users, allocating computing resources (such as server space) among users, configuring the file, database, or local area network (LAN) servers, installing new or upgraded software on users’ workstations, keeping up with new versions of the operating system and networking software, using various tools to monitor the performance of the system and to identify potential problems such as device “bottlenecks” or a shortage of disk space, ensuring that regular backups are made, configuring network services such as e-mail, Internet access, and the intranet (local TCP/IP network), using tools such as firewalls and virus scanners to protect the system from viruses, hacker attacks, and other security threats ,, providing user orientation and training, creating and documenting policies and procedures",0
972,The systems analyst serves as the bridge between the needs of the user and the capabilities of the computer system.,0
973,The systems analyst goes into action when users request that some new application or function be provided (usually in a corporate computing environment).,0
974,The first step is to define the user’s requirements and to prepare precise specifications for the program.,0
975,"In doing so, the systems analyst is aided by methodologies developed by computer scientists over the last several decades ,.",0
976,"Often flowcharts or other aids are used to help visualize the operation of the program ,.",0
977,"After communicating with the user, the systems analyst must then communicate with the programmers, helping them understand what is needed and reviewing their work as they begin to design the program.",0
978,"Although the systems analyst may do little actual programming, he or she must be familiar with programming tools and practices.",0
979,This may make it possible to suggest existing software or components that could be adapted instead of undertaking the cost and time involved with creating a new program.,0
980,"As a program is developed, systems analysts are often responsible for designing tests to ensure that the software works properly ,",0
981,"Applications programmers write programs to help users work better, while systems programmers write programs to help the computer itself work better ,.",0
982,"Systems programmers generally work for companies in the computer industry that develop operating systems, network facilities, program language compilers and other software development tools, utilities, and device drivers.",0
983,"However, systems programmers can also work for applications developers to help them interface their programs to the operating system or to devices ,.",0
984,"Modern operating systems are highly complex, so systems programmers tend to specialize in particular areas.",0
985,"These might include device drivers, software development tools, program language libraries, applications programming interfaces (APIs), and utilities for monitoring system conditions and resources.",0
986,"Systems programmers develop the infrastructure needed for networking, as well as multiple-processor computers and distributed computing systems.",0
987,Systems programmers also play a key role when an application program must be “ported” to a different platform or simply modified to run under a new version of the operating system,0
988,"As the name suggests, a tablet PC is a small computer about the size of a notebook (not to be confused with a “notebook PC,” which is a small, light laptop).",0
989,"The user can write on the screen with a stylus to take notes (for similar functionality, see graphics tablet), draw, and make selections with stylus or fingertip.",0
990,"If the user writes on the screen, software converts the writing to the appropriate characters and stores them in a file ,.",0
991,"As with some PDAs, there may also be a system of shorthand “gestures” that can be used to write more quickly.",0
992,"Alternatively, the user can type with stylus or fingertips on a “virtual keyboard” displayed on the screen ,.",0
993,"A more versatile and natural interface is becoming available: “multitouch,” pioneered by the Apple iPhone and Microsoft Surface, can recognize multiple motions and pressure points simultaneously.",0
994,"This allows the user to, for example, flick the finger to “turn a page” or use a pinching motion to “pick up” an object.",0
995,"Applications for tablet PCs include many PDA-type applications ,, field note taking, inventory, and other tasks that require a device that is not encumbering.",0
996,"Because of its compactness, a tablet PC can also be a good reader for ebooks ,.",0
997,"An interesting variant is the Internet tablet, best known in Nokia’s N-series.",0
998,These are smaller and lighter than a tablet PC.,0
999,"The Nokia N810, for example, has a slide-out keyboard as well as a virtual screen keyboard.",0
1000,"The most notable feature is the Internet browser and related applications, such as e-mail and instant messaging, and built-in wireless connections ,.",0
1001,"Although there is no phone, Internet-based services such as Skype can be used to place calls, or a Bluetooth-equipped mobile phone.",0
1002,The Nokia series uses a variant of Linux and can run a large variety of open-source applications,0
1003,"Anyone who has seen computers in old movies is familiar with the row of large, freestanding tape cabinets with their spinning reels of tape.",0
1004,The visual cue that the computer was running consisted of the reels thrashing back and forth vigorously while rows of lights flashed on the computer console.,0
1005,"Magnetic tape was indeed the mainstay for data storage in most large computers , in the 1950s through the 1970s.",0
1006,In early mainframes the main memory (corresponding to today’s RAM chips) consisted of “core”—thousands of tiny magnetized rings crisscrossed with wires by which they could be set or read.,0
1007,"Because core memory was limited to a few thousand bytes (kB), it was used only to hold the program instructions , and to store temporary working data while the program was running.",0
1008,The source data to be processed by the program was read from a reel of tape on the drive.,0
1009,"If the program updated the data (rather than just reporting on it), it would generally write a new tape with the revised data.",0
1010,In large facilities a person called a tape librarian was in charge of keeping the reels of tape organized and providing them to the computer operators as needed.,0
1011,"By the 1990s, PC users generally used tapes only for making backups.",0
1012,A typical backup tape drive uses DAT (digital audio tape) cartridges that hold from hundreds of megabytes to several gigabytes of data.,0
1013,Most drives use a rotating assembly of four heads (two read and two write) that verify data as it’s being written.,0
1014,"As a backup medium, tape has a lower cost per gigabyte than disk devices.",0
1015,It is easy to use and can be set up to run unattended (except for periodically changing cartridges).,0
1016,"However, since tapes are written and read sequentially, they are not convenient for restoring selected files ,.",0
1017,"Many smaller installations now prefer using a second (“mirror”) hard drive as backup, using disk arrays , or using recordable CDs or optical drives for smaller amounts of data ,.",0
1018,"Many large companies and government agencies have thousands of reels of tape stored away in their vaults since the 1960s, including data returned from early NASA space missions.",0
1019,"As time passes, it becomes increasingly difficult to guarantee that this archived data can be successfully read.",0
1020,"This is due both to gradual deterioration of the medium and the older data formats becoming obsolete ,.",0
1021,"Tcl includes a number of extensions that, for example, provide access to popular database formats such as MySQL and can interface with other programming languages such as C++ and Java.",0
1022,"The most widely used extension is Tk, which provides a library for creating user interfaces for a variety of operating systems and languages such as Perl, Python, and Ruby.",0
1023,Tcl has been described as a “glue” to connect existing applications.,0
1024,"It is relatively easy to write and test a script interactively (often at the command line), and then insert it into the code of an application.",0
1025,"When the application runs, the Tcl interpreter runs the script, whose output can then be used by the main application ,",0
1026,"The header information also includes:, The total length of the packet.",0
1027,In theory packets can be as large as 65 kbytes; in practice they are limited to a smaller maximum.,0
1028,", An identification number that can be used if a packet is broken into smaller pieces for efficiency in transmission.",0
1029,This allows the packet to be reassembled at the destination.,0
1030,", A “time to live” value that specifies how many hops (movements from one intermediate host to another) the packet will be allowed to take.",0
1031,This is reduced by 1 for each hop.,0
1032,"If it reaches 0, the packet is assumed to have gotten “lost” or stale, and is discarded.",0
1033,", A protocol number (the protocol is usually TCP, see below).",0
1034,", A checksum for checking the integrity of the header itself (not the data in the packet).",0
1035,", The source and destination addresses.",0
1036,"The source and destination are given as IP addresses, which are 32 bits long and typically written as four sets of up to three numbers each—for example, 208.",0
1037,162.,0
1038,106.,0
1039,17,0
1040,"Most software companies now have Web sites that include a support section that offers services such as, Frequently Asked Questions (FAQ) files with answers to common problems.",0
1041,", A searchable “knowledge base” of articles relating to various aspects of the software, including compatibility with other products, operating system issues, and so on.",0
1042,", Forms or e-mail links that can be used to submit questions to the company.",0
1043,Typically questions are answered in one or two working days.,0
1044,", A bulletin board where users can share solutions and tips relating to the software.",0
1045,Web sites for publications such as PC Magazine and ZDNet also offer articles and other resources for working with the various versions of Microsoft Windows and popular applications.,0
1046,"As millions of people became new computer users during the 1980s, a thriving computer book publishing industry offered users a more user-friendly approach than that usually provided in the manuals issued by the software companies.",0
1047,"The “Dummies” books, offering bite-sized servings of information written in a breezy style and accompanied by cartoons, eventually spread beyond computers into hundreds of other fields and the format was then copied by other publishers.",0
1048,"Publishers such as Sams, Coriolis, and particularly O’Reilly have aimed their offerings at more experienced users, programmers, and multimedia developers.",0
1049,Computer trade books are often written by experienced developers and systems programmers who can offer advanced knowledge and “tips and tricks” to their less experienced colleagues.,0
1050,"Since many technical “gurus” are not experienced writers, the best results often come from collaboration between the expert and an experienced technical writer and/or editor who can review the material for completeness, organization, and clarity.",0
1051,In recent years there has been some contraction in the computer book industry.,0
1052,This has arisen from several sources: improved on-line help included in products; the dominance of many applications areas by a handful of products; and fewer people needing beginner-level instructions,0
1053,"Many technical writers work within software companies or in the information systems departments of other corporations, universities, or government agencies.",0
1054,Their work is generally more highly structured than that of the manual or book writer.,0
1055,"As part of a development team, a technical writer may be in charge of creating documentation describing the data structures, classes, and functions within the program.",0
